locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIDOOLCM_02678	CDS	894	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
PIDOOLCM_02679	CDS	1431	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
PIDOOLCM_02680	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
PIDOOLCM_02681	CDS	1290	uraA		COG2233	Uracil permease
PIDOOLCM_02682	CDS	594	hda		COG0593	DnaA regulatory inactivator Hda
PIDOOLCM_02683	CDS	1422	pepA_1	3.4.11.10		cytosol aminopeptidase
PIDOOLCM_02684	CDS	954		3.5.1.26		N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase
PIDOOLCM_02685	CDS	1320	licC_4		COG1455	Lichenan permease IIC component
PIDOOLCM_02686	CDS	825				hypothetical protein
PIDOOLCM_02687	CDS	357	yfgD		COG1393	putative protein YfgD
PIDOOLCM_02688	CDS	1464	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
PIDOOLCM_02689	CDS	1065	yhhT_2		COG0628	Putative transport protein YhhT
PIDOOLCM_02690	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
PIDOOLCM_02691	CDS	570	gcvR		COG2716	Glycine cleavage system transcriptional repressor
PIDOOLCM_02692	CDS	879	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PIDOOLCM_02693	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
PIDOOLCM_02694	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PIDOOLCM_02695	CDS	870			COG2321	putative protein
PIDOOLCM_02696	CDS	1974	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
PIDOOLCM_02697	CDS	696				hypothetical protein
PIDOOLCM_02698	CDS	198				hypothetical protein
PIDOOLCM_02699	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
PIDOOLCM_02700	CDS	351	yffB		COG1393	Protein YffB
PIDOOLCM_02701	CDS	3114	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
PIDOOLCM_02702	CDS	1689	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
PIDOOLCM_02703	CDS	1977		1.18.1.2		Ferredoxin--NADP reductase
PIDOOLCM_02704	CDS	594	nudK_2	3.6.1.-		GDP-mannose pyrophosphatase NudK
PIDOOLCM_02705	CDS	1044				hypothetical protein
PIDOOLCM_02706	CDS	1989	tktB	2.2.1.1	COG0021	Transketolase 2
PIDOOLCM_02707	CDS	951	tal	2.2.1.2		Transaldolase
PIDOOLCM_02708	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
PIDOOLCM_02709	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
PIDOOLCM_02710	CDS	876	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
PIDOOLCM_02711	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
PIDOOLCM_02712	CDS	450	yfeZ			Inner membrane protein YfeZ
PIDOOLCM_02713	CDS	576	yfeY			putative protein YfeY
PIDOOLCM_02714	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
PIDOOLCM_02715	CDS	1014	cysP		COG4150	Thiosulfate-binding protein
PIDOOLCM_02716	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
PIDOOLCM_02717	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
PIDOOLCM_02718	CDS	1095	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
PIDOOLCM_02719	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
PIDOOLCM_02720	CDS	837	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
PIDOOLCM_02721	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
PIDOOLCM_02722	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
PIDOOLCM_02723	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
PIDOOLCM_02724	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
PIDOOLCM_02725	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
PIDOOLCM_02726	CDS	1002	zipA		COG3115	Cell division protein ZipA
PIDOOLCM_02727	CDS	1944	ligA	6.5.1.2	COG0272	DNA ligase
PIDOOLCM_02728	CDS	216				hypothetical protein
PIDOOLCM_02729	CDS	996				hypothetical protein
PIDOOLCM_02730	CDS	936	cynR_2			HTH-type transcriptional regulator CynR
PIDOOLCM_02731	CDS	342	flxA			Protein FlxA
PIDOOLCM_02732	CDS	1428	pykF_2	2.7.1.40	COG0469	Pyruvate kinase I
PIDOOLCM_02733	CDS	735				hypothetical protein
PIDOOLCM_02734	CDS	927				hypothetical protein
PIDOOLCM_02735	CDS	663				hypothetical protein
PIDOOLCM_02736	tRNA	76				tRNA-Lys(ttt)
PIDOOLCM_02737	tRNA	76				tRNA-Val(tac)
PIDOOLCM_02738	tRNA	76				tRNA-Val(tac)
PIDOOLCM_02739	tRNA	76				tRNA-Val(tac)
PIDOOLCM_02740	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
PIDOOLCM_02741	CDS	375				hypothetical protein
PIDOOLCM_02742	CDS	363				hypothetical protein
PIDOOLCM_02743	tRNA	76				tRNA-Ala(ggc)
PIDOOLCM_02744	tRNA	76				tRNA-Ala(ggc)
PIDOOLCM_02745	CDS	2154	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
PIDOOLCM_02746	CDS	1188	nupC_2		COG1972	Nucleoside permease NupC
PIDOOLCM_02747	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
PIDOOLCM_02748	CDS	357				hypothetical protein
PIDOOLCM_02749	CDS	999	gpr_1	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
PIDOOLCM_02750	CDS	1659	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
PIDOOLCM_02751	CDS	1236	yfeO			Putative ion-transport protein YfeO
PIDOOLCM_02752	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
PIDOOLCM_02753	CDS	732	ypdB		COG3279	Transcriptional regulatory protein YpdB
PIDOOLCM_02754	CDS	1680	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
PIDOOLCM_02755	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
PIDOOLCM_02756	CDS	918	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
PIDOOLCM_02757	CDS	1380	dosC	2.7.7.65		Diguanylate cyclase DosC
PIDOOLCM_02758	tRNA	73				tRNA-Arg(cct)
PIDOOLCM_02759	CDS	930	yfdC		COG2116	Inner membrane protein YfdC
PIDOOLCM_02760	CDS	753	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
PIDOOLCM_02761	CDS	1323	fadL		COG2067	Long-chain fatty acid transport protein
PIDOOLCM_02762	CDS	285				hypothetical protein
PIDOOLCM_02763	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
PIDOOLCM_02764	CDS	2148	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
PIDOOLCM_02765	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
PIDOOLCM_02766	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
PIDOOLCM_02767	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
PIDOOLCM_02768	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
PIDOOLCM_02769	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
PIDOOLCM_02770	CDS	813	yfcA		COG0730	putative membrane transporter protein YfcA
PIDOOLCM_02771	CDS	546	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
PIDOOLCM_02772	CDS	279				hypothetical protein
PIDOOLCM_02773	CDS	1998	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
PIDOOLCM_02774	CDS	1218	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
PIDOOLCM_02775	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
PIDOOLCM_02776	CDS	1005	flk			Flagellar regulator flk
PIDOOLCM_02777	CDS	1209	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
PIDOOLCM_02778	CDS	1014	usg		COG0136	USG-1 protein
PIDOOLCM_02779	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
PIDOOLCM_02780	CDS	660	dedA		COG0586	Protein DedA
PIDOOLCM_02781	CDS	906	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
PIDOOLCM_02782	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
PIDOOLCM_02783	CDS	696	dedD			Cell division protein DedD
PIDOOLCM_02784	CDS	489	cvpA		COG1286	Colicin V production protein
PIDOOLCM_02785	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PIDOOLCM_02786	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
PIDOOLCM_02787	CDS	783	argT_2		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
PIDOOLCM_02788	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
PIDOOLCM_02789	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
PIDOOLCM_02790	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
PIDOOLCM_02791	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
PIDOOLCM_02792	CDS	510				hypothetical protein
PIDOOLCM_02793	CDS	894				Epimerase family protein
PIDOOLCM_02794	CDS	369	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
PIDOOLCM_02795	CDS	630	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
PIDOOLCM_02796	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
PIDOOLCM_02797	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
PIDOOLCM_02798	CDS	555	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
PIDOOLCM_02799	CDS	1020	gntR_2			HTH-type transcriptional regulator GntR
PIDOOLCM_02800	CDS	444	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
PIDOOLCM_02801	CDS	273				hypothetical protein
PIDOOLCM_02802	CDS	1392				hypothetical protein
PIDOOLCM_02803	CDS	831	aptA_1	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
PIDOOLCM_02804	CDS	954	aptB_1	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
PIDOOLCM_02805	CDS	2142	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
PIDOOLCM_02806	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
PIDOOLCM_02807	CDS	456				hypothetical protein
PIDOOLCM_02808	CDS	495				hypothetical protein
PIDOOLCM_02809	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
PIDOOLCM_02810	CDS	1833				hypothetical protein
PIDOOLCM_02811	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
PIDOOLCM_02812	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
PIDOOLCM_02813	CDS	915	hdfR_1			HTH-type transcriptional regulator HdfR
PIDOOLCM_02814	CDS	441	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
PIDOOLCM_02815	CDS	675	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
PIDOOLCM_02816	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
PIDOOLCM_02817	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
PIDOOLCM_02818	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
PIDOOLCM_02819	CDS	2724	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
PIDOOLCM_02820	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
PIDOOLCM_02821	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
PIDOOLCM_02822	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
PIDOOLCM_02823	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
PIDOOLCM_02824	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
PIDOOLCM_02825	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
PIDOOLCM_02826	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
PIDOOLCM_02827	CDS	1005	cheV		COG0784	Chemotaxis protein CheV
PIDOOLCM_02828	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
PIDOOLCM_02829	CDS	462	elaA		COG2153	Protein ElaA
PIDOOLCM_02830	CDS	306	elaB		COG4575	Protein ElaB
PIDOOLCM_02831	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
PIDOOLCM_02832	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
PIDOOLCM_02833	CDS	777	menH_3	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PIDOOLCM_02834	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
PIDOOLCM_02835	CDS	966	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
PIDOOLCM_02836	CDS	1362	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
PIDOOLCM_02837	CDS	1515				hypothetical protein
PIDOOLCM_02838	CDS	432				hypothetical protein
PIDOOLCM_02839	CDS	981				hypothetical protein
PIDOOLCM_02840	CDS	675	tctD		COG0745	Transcriptional regulatory protein tctD
PIDOOLCM_02841	CDS	1410	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
PIDOOLCM_02842	CDS	540				hypothetical protein
PIDOOLCM_02843	CDS	1200	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
PIDOOLCM_02844	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
PIDOOLCM_02845	CDS	1218	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
PIDOOLCM_02846	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
PIDOOLCM_02847	CDS	1353	glpT		COG2271	Glycerol-3-phosphate transporter
PIDOOLCM_02848	CDS	1068	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
PIDOOLCM_02849	CDS	255				hypothetical protein
PIDOOLCM_02850	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
PIDOOLCM_02851	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
PIDOOLCM_02852	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
PIDOOLCM_02853	CDS	2637	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
PIDOOLCM_02854	CDS	2847	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
PIDOOLCM_02855	CDS	651	rcsB_3		COG2197	Transcriptional regulatory protein RcsB
PIDOOLCM_02856	CDS	2673	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
PIDOOLCM_02857	CDS	1092	ompC		COG3203	Outer membrane porin C
PIDOOLCM_02858	CDS	1056	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
PIDOOLCM_02859	CDS	1059	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
PIDOOLCM_02860	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
PIDOOLCM_02861	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
PIDOOLCM_02862	CDS	1437			COG2239	Magnesium transporter MgtE
PIDOOLCM_02863	CDS	1290				hypothetical protein
PIDOOLCM_02864	CDS	1650	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
PIDOOLCM_02865	CDS	504	eco		COG4574	Ecotin
PIDOOLCM_02866	CDS	261				hypothetical protein
PIDOOLCM_02867	CDS	1188	yajR_2		COG0477	Inner membrane transport protein YajR
PIDOOLCM_02868	tRNA	77				tRNA-Pro(ggg)
PIDOOLCM_02869	CDS	1761	yejM		COG3083	Inner membrane protein YejM
PIDOOLCM_02870	CDS	228				hypothetical protein
PIDOOLCM_02871	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
PIDOOLCM_02872	CDS	285	rplY		COG1825	50S ribosomal protein L25
PIDOOLCM_02873	CDS	873		3.3.2.10		Soluble epoxide hydrolase
PIDOOLCM_02874	CDS	594	comR_2			HTH-type transcriptional repressor ComR
PIDOOLCM_02875	CDS	1758	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
PIDOOLCM_02876	CDS	117				hypothetical protein
PIDOOLCM_02877	CDS	708	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
PIDOOLCM_02878	CDS	1197	bcr			Bicyclomycin resistance protein
PIDOOLCM_02879	CDS	345	yejG			putative protein YejG
PIDOOLCM_02880	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
PIDOOLCM_02881	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
PIDOOLCM_02882	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
PIDOOLCM_02883	CDS	1806	appA_1			Oligopeptide-binding protein AppA
PIDOOLCM_02884	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
PIDOOLCM_02885	CDS	570	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
PIDOOLCM_02886	CDS	726	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
PIDOOLCM_02887	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
PIDOOLCM_02888	CDS	1467	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
PIDOOLCM_02889	CDS	1191	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
PIDOOLCM_02890	CDS	573	yeiP		COG0231	Elongation factor P-like protein
PIDOOLCM_02891	CDS	255				hypothetical protein
PIDOOLCM_02892	CDS	1182	setB			Sugar efflux transporter B
PIDOOLCM_02893	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
PIDOOLCM_02894	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
PIDOOLCM_02895	CDS	1686	fruA		COG1299	PTS system fructose-specific EIIB'BC component
PIDOOLCM_02896	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
PIDOOLCM_02897	CDS	1047				hypothetical protein
PIDOOLCM_02898	CDS	867	cmpR_2		COG0583	HTH-type transcriptional activator CmpR
PIDOOLCM_02899	CDS	1470	lysP		COG0833	Lysine-specific permease
PIDOOLCM_02900	CDS	1986	cirA		COG4771	Colicin I receptor
PIDOOLCM_02901	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
PIDOOLCM_02902	CDS	1149				hypothetical protein
PIDOOLCM_02903	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
PIDOOLCM_02904	CDS	1158				hypothetical protein
PIDOOLCM_02905	CDS	1023	galS		COG1609	HTH-type transcriptional regulator GalS
PIDOOLCM_02906	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
PIDOOLCM_02907	CDS	1521	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
PIDOOLCM_02908	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
PIDOOLCM_02909	CDS	1389	puuA_2	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
PIDOOLCM_02910	CDS	720				hypothetical protein
PIDOOLCM_02911	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
PIDOOLCM_02912	CDS	696	yohK_1		COG1346	Inner membrane protein YohK
PIDOOLCM_02913	CDS	399				hypothetical protein
PIDOOLCM_02914	CDS	537				hypothetical protein
PIDOOLCM_02915	CDS	207				hypothetical protein
PIDOOLCM_02916	CDS	798	nimR_3			HTH-type transcriptional regulator NimR
PIDOOLCM_02917	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
PIDOOLCM_02918	CDS	1347	oprB		COG3659	Porin B
PIDOOLCM_02919	CDS	834	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
PIDOOLCM_02920	CDS	1854	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
PIDOOLCM_02921	CDS	1398	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
PIDOOLCM_02922	CDS	1419	oprM_3		COG1538	Outer membrane protein OprM
PIDOOLCM_02923	CDS	765	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
PIDOOLCM_02924	CDS	573	yohD		COG0586	Inner membrane protein YohD
PIDOOLCM_02925	CDS	588	yohC			Inner membrane protein YohC
PIDOOLCM_02926	CDS	924	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
PIDOOLCM_02927	CDS	555	pat_2	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
PIDOOLCM_02928	CDS	1749	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
PIDOOLCM_02929	CDS	2298		3.2.1.-		Beta-xylosidase
PIDOOLCM_02930	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
PIDOOLCM_02931	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
PIDOOLCM_02932	CDS	951	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
PIDOOLCM_02933	CDS	738	yehW		COG1174	Glycine betaine uptake system permease protein YehW
PIDOOLCM_02934	CDS	114				hypothetical protein
PIDOOLCM_02935	CDS	741	mlrA_2		COG0789	HTH-type transcriptional regulator MlrA
PIDOOLCM_02936	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
PIDOOLCM_02937	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
PIDOOLCM_02938	CDS	471				hypothetical protein
PIDOOLCM_02939	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
PIDOOLCM_02940	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
PIDOOLCM_02941	CDS	486				hypothetical protein
PIDOOLCM_02942	CDS	333	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
PIDOOLCM_02943	CDS	1188				hypothetical protein
PIDOOLCM_02944	CDS	450	etp_2	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
PIDOOLCM_02945	CDS	2199	etk_1	2.7.10.-	COG0489	Tyrosine-protein kinase etk
PIDOOLCM_02946	CDS	1344	adeQ		COG2252	Adenine permease AdeQ
PIDOOLCM_02947	CDS	1779	ade2	3.5.4.2	COG1001	Adenine deaminase 2
PIDOOLCM_02948	CDS	918	oxyR_1			Hydrogen peroxide-inducible genes activator
PIDOOLCM_02949	CDS	516	resA			Thiol-disulfide oxidoreductase ResA
PIDOOLCM_02950	CDS	1467	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
PIDOOLCM_02951	CDS	1374	dat	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
PIDOOLCM_02952	CDS	435				hypothetical protein
PIDOOLCM_02953	CDS	120				hypothetical protein
PIDOOLCM_02954	CDS	1608				hypothetical protein
PIDOOLCM_02955	CDS	771	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
PIDOOLCM_02956	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
PIDOOLCM_02957	CDS	747	nagR_2		COG2188	HTH-type transcriptional repressor NagR
PIDOOLCM_02958	CDS	954	iolC_2	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
PIDOOLCM_02959	CDS	1005				hypothetical protein
PIDOOLCM_02960	CDS	1278	yegT_2			Putative nucleoside transporter YegT
PIDOOLCM_02961	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
PIDOOLCM_02962	CDS	900	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
PIDOOLCM_02963	CDS	615				hypothetical protein
PIDOOLCM_02964	CDS	234				hypothetical protein
PIDOOLCM_02965	CDS	429				hypothetical protein
PIDOOLCM_02966	CDS	1362	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
PIDOOLCM_02967	CDS	333				hypothetical protein
PIDOOLCM_02968	CDS	723	baeR_2		COG0745	Transcriptional regulatory protein BaeR
PIDOOLCM_02969	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
PIDOOLCM_02970	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
PIDOOLCM_02971	CDS	3078	mdtC			Multidrug resistance protein MdtC
PIDOOLCM_02972	CDS	3123	mdtB			Multidrug resistance protein MdtB
PIDOOLCM_02973	CDS	1203	mdtA_3			Multidrug resistance protein MdtA
PIDOOLCM_02974	CDS	105				hypothetical protein
PIDOOLCM_02975	CDS	1353	dnaK_2			Chaperone protein DnaK
PIDOOLCM_02976	CDS	873	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
PIDOOLCM_02977	CDS	3282	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
PIDOOLCM_02978	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
PIDOOLCM_02979	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
PIDOOLCM_02980	CDS	1851				hypothetical protein
PIDOOLCM_02981	CDS	1584				hypothetical protein
PIDOOLCM_02982	CDS	1140				hypothetical protein
PIDOOLCM_02983	CDS	444	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
PIDOOLCM_02984	CDS	2163	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
PIDOOLCM_02985	CDS	903				hypothetical protein
PIDOOLCM_02986	CDS	492	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
PIDOOLCM_02987	CDS	1218				hypothetical protein
PIDOOLCM_02988	CDS	1221				hypothetical protein
PIDOOLCM_02989	CDS	747				hypothetical protein
PIDOOLCM_02990	CDS	549		2.3.1.-	COG0110	Putative acetyltransferase
PIDOOLCM_02991	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
PIDOOLCM_02992	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
PIDOOLCM_02993	CDS	480	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
